# Event_ID    q2    Psi_EP
931 nan nan
932 nan nan
933 nan nan
934 nan nan
935 nan nan
936 nan nan
937 nan nan
938 nan nan
939 nan nan
940 nan nan
941 nan nan
942 nan nan
943 nan nan
944 nan nan
945 nan nan
946 1.317196 0.457358
947 nan nan
948 nan nan
949 nan nan
950 nan nan
951 4.657847 -1.035837
952 4.203026 -0.085683
953 nan nan
954 nan nan
955 nan nan
956 nan nan
957 nan nan
958 2.151942 0.933575
959 nan nan
960 nan nan
961 3.703301 -0.928984
962 nan nan
963 nan nan
964 nan nan
965 nan nan
966 nan nan
967 3.520855 -0.091028
968 nan nan
969 nan nan
970 nan nan
971 nan nan
972 nan nan
973 nan nan
974 nan nan
975 2.824477 -0.534865
976 nan nan
977 nan nan
978 nan nan
979 nan nan
980 nan nan
981 2.628275 -0.950233
982 nan nan
983 nan nan
984 3.885916 -1.081784
985 nan nan
986 nan nan
987 nan nan
988 nan nan
989 nan nan
990 3.569609 0.777256
991 nan nan
992 nan nan
993 nan nan
994 2.507777 -1.079788
995 4.070122 -0.150253
996 nan nan
997 nan nan
998 nan nan
999 nan nan
